game,agent,init,lr,tau,test,train,full_rank,total_params,description,train_entropy,opt_sol
Lake,MTR,eoc,0.001,0.9,25.0,"[-9.4, -9.8, -8.16, -7.92, -8.08, -6.84, -8.64, -7.76, -8.16, -8.16, -7.96, -6.44, -7.68, -7.12, -8.4, -6.16, -7.72, -6.68, -7.28, -7.88, -5.68, -6.72, -2.96, -6.76, -3.36, -2.92, -3.48, -7.72, -1.36, 0.16, 19.6, 22.32, 24.92, 25.0, 23.6, 23.76, 24.84, 24.84, 23.64, 24.88, 24.6, 23.4, 24.68, 23.32, 22.08, 24.84, 24.64, 24.76, 23.56, 24.92, 24.92, 24.88, 24.96, 24.8, 22.4, 24.84, 24.8, 23.56, 24.88, 24.84, 24.84, 24.92, 25.0, 25.0, 24.88, 23.76, 24.92, 24.92, 24.76, 24.96, 24.88, 24.84, 24.84, 25.0, 25.0, 24.84, 24.84, 24.92, 25.0, 25.0, 25.0, 25.0, 24.84, 25.0, 25.0, 25.0, 23.68, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 25.0, 24.92, 24.92, 25.0, 24.96, 25.0, 25.0, 25.0, 24.92, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 24.84, 24.88, 25.0, 24.92, 25.0, 24.92, 24.92, 24.92, 25.0, 24.92, 25.0, 24.92, 25.0, 25.0, 24.92, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 24.84, 25.0, 24.84, 25.0, 24.88, 22.36, 24.92, 24.92, 24.92, 24.84, 24.92, 24.84, 24.8, 24.84, 24.76, 24.92, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 24.92, 24.92, 25.0, 25.0, 25.0, 25.0, 25.0, 24.92, 25.0, 24.92, 25.0, 24.84, 24.92, 25.0, 25.0, 25.0, 24.92, 25.0, 24.92, 25.0, 25.0, 24.84, 25.0, 25.0, 25.0, 24.92, 25.0, 24.76, 24.84, 24.84]",,1132,"Lake 8x8. One reward +30, each step reward -1, hole reward -5. Epoch: 600. Rein epsilon 0.15 ",,
Lake,OriginalMtr,eoc,0.001,0.9,25.0,"[-10.84, -9.72, -9.76, -9.4, -10.04, -8.44, -9.36, -9.28, -8.64, -9.52, -9.04, -9.6, -8.88, -8.84, -8.96, -9.08, -9.64, -7.16, -9.72, -9.12, -9.24, -9.48, -8.68, -9.44, -9.44, -9.04, -8.96, -10.36, -8.96, -8.48, -9.24, -8.76, -8.04, -9.04, -8.44, -8.48, -9.52, -8.48, -7.28, -9.2, -8.76, -10.0, -8.96, -9.52, -8.44, -9.36, -9.16, -8.28, -7.4, -7.64, -8.84, -8.36, -8.84, -8.84, -8.84, -5.8, -7.76, -8.2, -8.64, -8.6, -7.56, -6.92, -7.88, -8.68, -8.72, -8.52, -7.4, -8.36, -8.56, -6.44, -6.88, -7.32, -8.64, -7.32, -6.6, -8.72, -8.44, -7.92, -8.4, -3.96, -7.08, -7.48, -7.04, -8.92, -8.76, -8.48, -8.32, -6.44, -6.68, -7.84, -8.84, -7.88, -7.64, -8.36, -7.12, -6.24, -7.68, -7.64, -8.12, -5.2, -8.48, -8.56, -7.88, -7.92, -8.0, -8.48, -6.4, -6.28, -7.88, -7.0, -8.52, -6.72, -7.88, -8.16, -8.2, -7.4, -7.64, -8.16, -7.88, -7.56, -8.44, -8.16, -7.92, -4.84, -6.96, -8.36, -5.88, -8.08, -7.96, -7.56, -8.56, -8.44, -4.76, -7.52, -7.48, -7.6, -8.16, -7.96, -7.72, -6.84, -7.48, -6.68, -6.6, -8.0, -7.8, -8.12, -6.92, -7.28, -7.6, -5.36, -7.4, -8.28, -6.28, -8.36, -5.32, -6.76, -6.4, -7.72, -6.0, -7.04, -7.28, -6.56, -8.32, -4.08, -8.48, -7.64, -5.36, -6.68, -6.72, -7.32, -8.08, -7.44, -6.56, -3.6, -4.72, -5.88, -8.48, -7.44, -7.84, -4.2, -5.24, -7.0, -7.16, -4.96, -8.28, -8.16, -3.8, -7.92, -5.6, -4.96, -4.12, -3.8, -4.04, -6.12, -5.12, -2.96, -5.48, -5.52, -5.48, -4.16, -5.44, -3.44, -0.96, -4.96, -4.6, -6.56, -5.88, -4.12, -2.8, -4.0, 1.96, -2.2, -3.32, -3.04, -4.6, -1.68, -3.44, -3.76, 2.2, 1.6, -2.72, -1.24, -1.12, 1.44, 2.12, 0.04, 2.2, 4.92, -1.88, 5.96, 3.36, -0.08, 11.2, 11.56, 6.28, 12.84, 10.68, 12.24, 13.08, 10.84, 12.24, 14.96, 17.84, 16.84, 21.84, 16.16, 17.36, 15.0, 18.96, 17.64, 23.0, 18.52, 21.96, 20.16, 20.6, 19.08, 20.16, 21.84, 21.56, 21.64, 20.52, 19.08, 20.24, 23.44, 20.8, 20.44, 23.4, 23.48, 23.4, 21.64, 24.72, 24.84, 23.36, 24.96, 24.76, 23.24, 20.72, 20.52, 23.52, 23.32, 24.76, 25.0, 23.48, 24.88, 23.56, 24.96, 25.0, 22.16, 23.24, 24.96, 23.4, 23.6, 24.88, 24.96, 25.0, 24.96, 23.52, 24.96, 24.96, 24.88, 22.0, 24.88, 25.0, 24.96, 24.88, 24.96, 24.76, 23.6, 25.0, 24.96, 24.96, 25.0, 24.92, 23.48, 25.0, 22.0, 25.0, 25.0, 25.0, 24.88, 25.0, 25.0, 25.0, 25.0, 25.0, 24.88, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 23.6, 24.96, 23.32, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.88, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",,3240,"Lake 8x8. One reward +30, each step reward -1, hole reward -5. Epoch: 600. Rein epsilon 0.15 ",,
Lake,MtrNet_Light,eoc,0.001,0.9,-6.0,"[-10.32, -9.96, -8.96, -7.56, -9.24, -8.56, -9.24, -7.2, -6.48, -7.68, -7.24, -6.48, -6.32, -6.0, -6.44, -6.68, -6.16, -6.16, -6.04, -6.0, -6.16, -6.48, -6.52, -6.48, -6.24, -6.0, -6.32, -6.16, -6.12, -6.16, -6.0, -6.16, -6.0, -6.32, -6.0, -6.6, -6.16, -6.0, -6.0, -6.0, -6.0, -6.48, -6.08, -6.0, -6.32, -6.16, -6.0, -6.0, -6.0, -6.28, -6.16, -6.32, -6.04, -6.64, -6.16, -6.2, -6.08, -6.28, -6.32, -6.16, -6.32, -6.0, -6.04, -6.48, -6.0, -6.16, -6.16, -6.0, -6.0, -6.08, -6.16, -6.44, -6.36, -6.08, -6.12, -6.0, -6.0, -6.0, -6.32, -6.0, -6.32, -6.32, -6.0, -6.16, -6.32, -6.4, -6.0, -6.04, -6.0, -6.0, -6.0, -6.0, -6.32, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.48, -6.16, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.08, -6.0, -6.16, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.44, -6.0, -6.0, -6.0, -6.16, -6.16, -6.04, -6.0, -6.0, -6.0, -6.0, -6.16, -6.24, -6.0, -6.0, -6.0, -6.04, -6.0, -6.0, -6.0, -6.32, -6.0, -6.0, -6.0, -6.16, -6.04, -6.32, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.32, -6.0, -6.08, -6.0, -6.0, -6.16, -6.16, -6.0, -6.0, -6.0, -6.0, -6.04, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.08, -6.0, -6.16, -6.0, -6.0, -6.16, -6.16, -6.32, -6.0, -6.16, -6.0, -6.16, -6.0, -6.0, -6.0, -6.12, -6.0, -6.16, -6.0, -6.0, -6.16, -6.0, -6.08, -6.28, -6.0, -6.0, -6.0, -6.0, -6.44, -6.0, -6.0, -6.0, -6.0, -6.04, -6.28, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.08, -6.32, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.08, -6.0, -6.08, -6.12, -6.16, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.16, -6.0, -6.0, -6.0, -6.24, -6.28, -6.0, -6.0, -6.0, -6.0, -6.2, -6.08, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.4, -6.0, -6.16, -6.16, -6.0, -6.0, -6.16, -6.0, -6.12, -6.16, -6.0, -6.0, -6.0, -6.0, -6.08, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.16, -6.08, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.04, -6.04, -6.16, -6.0, -6.28, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.44, -6.28, -6.24, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.16, -6.16, -6.0, -6.48, -6.0, -6.08, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.04, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.28, -6.28, -6.0, -6.0, -6.16, -6.0, -6.28, -6.12, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.16, -6.0, -6.0, -6.12, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.2, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.04, -6.0, -6.0, -6.28, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.08, -6.0, -6.16, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.04, -6.0, -6.0, -6.0, -6.0, -6.0, -6.32, -6.16, -6.0, -6.28, -6.0, -6.0, -6.0, -6.24, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.28, -6.16, -6.0, -6.0, -6.0, -6.04, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.04, -6.0, -6.0, -6.04, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.16, -6.16, -6.0, -6.16, -6.2, -6.0, -6.0, -6.16, -6.04, -6.44, -6.0, -6.0, -6.0, -6.4, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.08, -6.0, -6.04, -6.0, -6.0, -6.0, -6.16, -6.0, -6.0, -6.4, -6.0, -6.0, -6.0, -6.12, -6.0, -6.08, -6.32, -6.0, -6.08, -6.04, -6.44, -6.0, -6.0, -6.16, -6.0, -6.0, -6.0, -6.08, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.28, -6.16, -6.0, -6.04, -6.0, -6.16, -6.0, -6.0, -6.16, -6.0]",,3240,"Lake 8x8. One reward +30, each step reward -1, hole reward -5. Epoch: 600. Rein epsilon 0.15 ",,
Lake,MtrNet_Dyn_Light,eoc,0.001,0.9,25.0,"[-9.96, -10.12, -9.8, -9.8, -9.72, -8.2, -9.52, -8.12, -7.76, -8.6, -7.8, -9.72, -8.4, -8.12, -8.28, -8.28, -7.76, -8.08, -8.28, -7.2, -7.96, -7.8, -7.48, -8.08, -8.12, -7.4, -7.52, -7.04, -7.2, -6.96, -7.24, -7.0, -6.64, -6.68, -7.12, -6.76, -7.08, -6.4, -7.24, -6.84, -7.2, -7.04, -6.64, -6.96, -7.48, -6.96, -7.04, -6.88, -6.28, -6.92, -6.4, -6.88, -6.72, -6.72, -6.48, -6.12, -6.6, -7.08, -6.28, -6.44, -6.68, -6.2, -6.36, -6.6, -6.88, -6.4, -6.36, -6.6, -6.36, -6.6, -6.6, -6.76, -6.64, -6.96, -5.04, -6.36, -6.28, -6.4, -6.36, -5.44, -5.8, -6.04, -6.32, -5.56, -6.64, -6.2, -6.56, -6.72, -6.16, -6.4, -5.08, -6.44, -6.4, -5.2, -6.44, -6.32, -6.2, -5.2, -6.28, -5.6, -6.12, -6.28, -6.44, -5.12, -3.8, -5.12, -3.76, -5.32, -1.28, -1.16, 1.76, 4.0, 14.32, 15.52, 16.92, 14.2, 22.08, 19.84, 24.92, 23.76, 22.44, 23.64, 22.44, 25.0, 25.0, 23.6, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 22.24, 25.0, 23.72, 25.0, 25.0, 23.72, 25.0, 23.72, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 24.88, 22.2, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.6, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.72, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 22.4, 25.0, 25.0, 25.0, 25.0, 23.72, 25.0, 25.0, 23.44, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 23.72, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.68, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.56, 25.0, 25.0, 23.76, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 24.96, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.76, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.64, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 23.6, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]",,4524,"Lake 8x8. One reward +30, each step reward -1, hole reward -5. Epoch: 600. Rein epsilon 0.15 ",,
