game,agent,init,lr,tau,test,train,full_rank,total_params,description
Lol,,eoc,0.0,0.0,0.0,0.0,0,0,
Toy,REIN,Zeros,0.001,1.0,0.17625000000000005,"[0.38666666666666644, -0.04000000000000002, 0.013333333333333326, 0.11333333333333336, 0.02000000000000003, 0.019999999999999997, -0.1866666666666667, 0.06666666666666664, 0.08000000000000006, 0.3266666666666666, 0.09333333333333324, 0.0733333333333333, 0.13333333333333333, 0.0866666666666667, -0.07333333333333328, -0.046666666666666703, -0.09999999999999999, 0.03999999999999999, 0.08666666666666668, -0.019999999999999997, 0.059999999999999935, 0.013333333333333332, 0.3066666666666667, -0.13999999999999996, -0.11999999999999997, -0.09999999999999994, 0.21999999999999995, 0.11333333333333334, 0.36666666666666664, 0.053333333333333316, 0.21333333333333335, 0.18, -0.09333333333333331, 0.046666666666666655, 0.15999999999999995, 0.04666666666666673, 0.18000000000000002, 0.4200000000000001, 0.05333333333333332, 0.03999999999999993, -0.0066666666666666706, 0.2066666666666667, 0.2266666666666666, 0.3666666666666666, -0.013333333333333327, 0.09333333333333328, 0.10000000000000002, 0.18000000000000005, 0.05999999999999995, 0.006666666666666685, 0.06666666666666662, -0.06000000000000002, 0.020000000000000004, 0.08666666666666663, 0.0933333333333333, 0.16000000000000006, 0.08666666666666667, 0.3266666666666664, 0.039999999999999994, 0.11333333333333327, 0.1866666666666667, -0.08, -0.1066666666666667, 0.1799999999999999, 0.16, 0.2133333333333333, 0.20666666666666664, 0.12000000000000001, -0.24000000000000002, -0.03999999999999994, -0.13333333333333333, 0.04666666666666664, 0.10000000000000002, 0.3133333333333332, 0.14666666666666664, 0.30666666666666675, 0.1733333333333334, -0.053333333333333385, 0.17999999999999997, 0.03999999999999996, 0.3266666666666665, 0.27333333333333326, 0.16000000000000006, 0.32000000000000006, 0.05333333333333337, 0.2333333333333333, 0.03333333333333334, -0.01999999999999998, 0.05999999999999993, 0.08000000000000002, -0.2733333333333335, 0.14000000000000004, 0.05333333333333331, 0.21333333333333324, 0.026666666666666682, -0.06666666666666662, -0.04666666666666665, 0.019999999999999997, 0.2466666666666667, -0.2466666666666667, 0.08666666666666666, 0.0866666666666667, 0.18666666666666662, 0.24666666666666665, 0.17333333333333334, 0.13333333333333336, 0.2866666666666667, -0.21333333333333337, -0.17999999999999997, -0.026666666666666713, -0.08666666666666673, 0.14, 0.13999999999999996, 0.020000000000000025, 0.18666666666666662, 0.019999999999999987, -0.0333333333333334, -0.11333333333333338, 0.13999999999999993, 0.019999999999999997, -0.13333333333333333, 0.10666666666666667, 0.17333333333333328, 0.07999999999999997, -0.22666666666666666, -0.053333333333333385, 0.03333333333333334, 0.08666666666666668, 0.2933333333333332, 0.04, 0.09999999999999992, -0.09999999999999992, 0.21333333333333337, 0.29333333333333356, 0.29999999999999993, 0.15333333333333335, -0.013333333333333352, 0.11999999999999991, 0.12000000000000006, 0.11999999999999997, -0.020000000000000004, 0.05333333333333334, 0.059999999999999984, 0.26666666666666666, 0.15333333333333332, 0.16, 0.11333333333333326, 0.08666666666666675, 0.11999999999999998, 0.03999999999999997, 0.19333333333333336, 0.18666666666666654, 0.06666666666666661, -0.0800000000000002, 0.22666666666666663, -0.11333333333333334, 0.2733333333333331, 0.08666666666666663, 0.0933333333333332, 0.22666666666666666, 0.24000000000000002, 0.2, 0.3933333333333334, 0.26, 0.006666666666666665, 0.18000000000000008, 0.37999999999999995, 0.2066666666666667, 0.2599999999999999, 0.0866666666666666, 0.17333333333333334, 0.03333333333333335, 0.18, 0.06000000000000002, 0.2733333333333333, -0.03333333333333331, 0.1466666666666667, -0.006666666666666721, 0.11333333333333326, 0.33999999999999997, -0.02666666666666666, 0.03333333333333334, 0.12000000000000001, -0.040000000000000015, 0.18666666666666668, 0.2866666666666665, -0.046666666666666676, 0.033333333333333326, 0.24000000000000002, 0.28666666666666657, 0.21333333333333326, 0.21333333333333332, 0.013333333333333303, 0.18, 0.1666666666666666, 0.3066666666666668, 0.0666666666666667, 0.25333333333333335, 0.059999999999999984, 0.20666666666666658, 0.19333333333333325, 0.020000000000000004, 0.04666666666666672, 0.2533333333333333, 0.1333333333333333, -0.013333333333333334, 0.06666666666666672, 0.1466666666666666, 0.23999999999999994, -0.05999999999999998, -0.01333333333333333, 0.3333333333333333, 0.24666666666666667, 0.040000000000000015, 0.12666666666666665, 0.006666666666666641, 0.24000000000000002, 0.1199999999999999, 0.07999999999999999, 0.1733333333333332, 0.03333333333333334, 0.27999999999999997, 0.15333333333333332, 0.2133333333333333, 0.059999999999999984, 0.2066666666666666, 0.21333333333333335, 0.09999999999999988, -0.04000000000000004, 0.17333333333333334, 0.16000000000000006, 0.3199999999999998, 0.05333333333333334, 0.053333333333333316, 0.019999999999999987, 0.3199999999999998, 0.22, 0.10666666666666667, 0.04666666666666668, 0.17999999999999988, 0.1666666666666666, 0.2066666666666666, 0.22666666666666657, 0.17999999999999988, 0.05999999999999997, -0.06666666666666667, 0.19333333333333338, 0.10666666666666673, 0.35333333333333317, 0.33999999999999986, 0.1866666666666667, 0.34666666666666646, 0.07999999999999997, -0.060000000000000026, 0.28666666666666674, 0.37333333333333335, 0.16666666666666666, 0.1133333333333333, 0.14000000000000004, 0.08666666666666668, -0.08000000000000002, 0.2199999999999999, 0.11999999999999997, 0.12000000000000008, 0.12666666666666665, 0.28666666666666646, 0.026666666666666655, 0.1266666666666666, 0.18, 0.1466666666666667, 0.3133333333333333, 0.059999999999999935, 0.07999999999999993, -0.02666666666666661, 0.16, 0.08666666666666671, 0.07333333333333333, 0.24666666666666667, 0.05333333333333336, 0.15999999999999998, 0.08000000000000002, 0.013333333333333332, -0.060000000000000005, 0.00666666666666663, 0.07999999999999997, 0.1466666666666667, 0.3133333333333334, -0.02000000000000004, 0.1933333333333331, 0.09333333333333331, 0.046666666666666655, 0.09999999999999988, 0.013333333333333358, -0.01333333333333331, 0.20666666666666667, 0.2466666666666666, 0.2266666666666667, -0.16000000000000003, 0.006666666666666664, -0.09999999999999999, -0.020000000000000018, 0.26666666666666666, 0.14666666666666658, 0.16666666666666669, 0.28, 1.8503717077085942e-18, 0.14000000000000004, 0.1533333333333333, 0.08666666666666667, 0.21999999999999992, 0.05999999999999994, 0.10666666666666665, 0.31333333333333324, -0.0666666666666667, 0.14666666666666658, 0.17333333333333337, 0.26666666666666655, 0.27333333333333326, 0.16666666666666666, 0.019999999999999973, 0.059999999999999935, 0.18666666666666656, 0.07333333333333338, 0.019999999999999976, 0.16666666666666663, 0.10666666666666663, 0.26, -0.033333333333333354, 0.16666666666666669, 0.05333333333333333, 0.28666666666666657, 0.060000000000000026, 0.3066666666666665, 0.08, 0.3000000000000001, 0.013333333333333319, 0.07333333333333325, -0.10000000000000006, 0.1733333333333331, 0.2066666666666666, 0.11333333333333329, 0.01333333333333332, 0.11999999999999998, -0.06666666666666661, 0.25999999999999995, 0.22666666666666674, 0.05333333333333332, 0.0533333333333333, 0.08000000000000002, 0.08, -0.10666666666666669, 0.3866666666666665, 0.15999999999999998, 0.06666666666666668, 0.42666666666666664, 0.15999999999999998, 0.21999999999999995, 0.040000000000000036, -0.04666666666666666, 0.05333333333333334, 0.10666666666666663, 0.22, 0.28666666666666657, 0.4133333333333332, 0.19999999999999993, 0.17333333333333328, 0.06666666666666667, 0.26, 0.11333333333333333, 0.05999999999999997, 0.12000000000000005, 0.14666666666666658, -0.04000000000000004, 0.019999999999999938, 0.0666666666666667, -0.019999999999999987, 0.08666666666666668, 0.09999999999999996, 0.18666666666666665, 0.06666666666666664, -0.026666666666666637, 0.1733333333333334, 0.13333333333333336, 0.14000000000000007, 0.12666666666666668, 0.16666666666666666, 0.28666666666666657, 0.22666666666666674, 0.3066666666666664, 0.1466666666666667, -0.05333333333333333, 0.2733333333333333, 0.15999999999999998, -0.04666666666666667, 0.18666666666666648, 0.10666666666666666, 0.12000000000000005, 0.020000000000000004, 0.026666666666666596, 0.28666666666666646, 0.21333333333333332, 0.15999999999999995, 0.3, 0.2800000000000001, 0.27333333333333315, 0.11333333333333331, 0.020000000000000004, 0.23333333333333325, -0.006666666666666691, 0.21333333333333337, 0.3866666666666666, 0.026666666666666682, -0.28, -0.10000000000000002, 0.25999999999999995, 0.15333333333333338, 0.4066666666666665, 0.20666666666666658, -0.013333333333333296, 0.05999999999999997, -0.006666666666666672, 0.24000000000000002, 0.026666666666666696, 0.19333333333333336, 0.0933333333333333, 0.21333333333333332, 0.15333333333333332, 0.07333333333333335, -0.046666666666666724, 0.02000000000000001, 0.28666666666666674, 0.09999999999999999, 0.07333333333333335, 0.14666666666666664, 0.13333333333333314, 0.31333333333333335, -0.04666666666666672, 0.23999999999999996, 0.12666666666666668, 0.2799999999999999, 0.2933333333333333, 0.2466666666666666, 0.26666666666666666, 0.03333333333333334, 0.05999999999999999, 0.23333333333333325, -0.03333333333333337, 0.4333333333333334, -0.11999999999999997, 0.11333333333333331, 0.1666666666666666, 0.09333333333333337, 0.053333333333333316, 0.13333333333333333, 0.26666666666666666, 0.16, 0.26666666666666655, 0.32, 0.33999999999999986, 0.11999999999999991, 0.026666666666666682, -0.053333333333333344, -0.1333333333333333, 0.1533333333333334, 0.1466666666666666, 0.09999999999999984, 0.13999999999999999, 0.11999999999999997, 0.11333333333333336, 0.13999999999999993, -0.16000000000000014, 0.04666666666666668, 0.13333333333333325, 0.026666666666666596, 0.29333333333333317, 0.23333333333333323, 0.11999999999999991, 0.22666666666666663, 0.3200000000000001, 0.14666666666666664, 0.060000000000000005, -0.02666666666666669, 0.14, 0.18666666666666654, -0.03999999999999999, 0.19999999999999993, 0.24666666666666662, 0.24666666666666667, -0.10666666666666663, 0.22, 0.14666666666666667, -0.12666666666666668, 0.09333333333333331, 0.0933333333333332, 0.20666666666666664, 0.3199999999999999, -0.026666666666666727, -0.040000000000000056, 0.31999999999999995, 0.08666666666666664, 0.21333333333333337, 0.4000000000000001, -0.0466666666666666, 0.06666666666666667, 0.12000000000000006, 0.1866666666666667, 0.08000000000000004, 0.006666666666666636, 0.13999999999999996, 0.03999999999999999, 0.08666666666666664, -0.006666666666666643, -0.026666666666666648, 0.18000000000000005, -0.12000000000000009, 0.23333333333333334, 0.12666666666666665, 0.2599999999999999, 0.18666666666666668, -0.08666666666666666, 0.15333333333333338, 0.3066666666666666, 0.2066666666666666, -0.03999999999999996, 0.09333333333333334, 0.03333333333333331, 0.07333333333333333, 0.19333333333333333, -0.02666666666666666, 0.18666666666666665, 0.10000000000000006, 0.13333333333333333, 0.09333333333333341, 0.04666666666666663, -0.05333333333333336, 0.08, 0.11999999999999991, 0.21333333333333337, 0.053333333333333316, 0.13333333333333333, 0.16, 0.38666666666666655, 4.625929269271486e-17, 0.2733333333333334, 0.12000000000000001, 0.26, 0.16000000000000003, -0.2066666666666668, 0.04666666666666664, 0.22666666666666666, 0.1066666666666666, 0.40666666666666645, 0.0666666666666667, 0.060000000000000005, 0.21999999999999995, -0.03333333333333331, 0.14000000000000007, 0.22, 0.20666666666666667, 0.07333333333333332, 0.1933333333333333, -0.04666666666666667, 0.1, 0.20000000000000004, 0.0666666666666666, 0.21333333333333335, 0.05999999999999996, 0.06666666666666662, 0.23999999999999994, 0.1400000000000001, 0.2733333333333334, 0.04000000000000003, 0.0733333333333333, 0.06000000000000003, -0.08000000000000002, 0.04000000000000004, 0.006666666666666691, 0.3466666666666665, 0.23333333333333325, -0.02666666666666669, 0.03999999999999997, 0.22666666666666668, 0.2800000000000001, -0.12000000000000004, 0.12000000000000004, 0.14000000000000004, 0.10666666666666667, -0.013333333333333306, -0.01333333333333333, 0.11999999999999997, 0.07999999999999995, 0.12666666666666665, 0.15333333333333332, 0.27333333333333343, 0.09333333333333332, 0.0933333333333333, 0.16000000000000003, 0.20666666666666653, 0.03999999999999997, -0.05333333333333336, 0.1066666666666667, 0.42, 0.13333333333333328, 0.019999999999999987, 0.22666666666666666, 0.07333333333333329, 0.07333333333333332, 0.16, -0.033333333333333395, 0.1533333333333333, 0.35333333333333317, 0.006666666666666667, -0.11333333333333342, -0.0333333333333333, -0.06666666666666667, -0.0666666666666667, 0.08666666666666673, 0.3333333333333332, 0.046666666666666724, 0.0666666666666666, -0.04666666666666661, -0.03999999999999995, 0.1266666666666666, 0.24666666666666662, 0.21333333333333326, 0.20666666666666667, 0.2066666666666666, 0.039999999999999966, 0.16, 0.20000000000000007, 0.2333333333333332, 0.2266666666666667, 0.1333333333333333, 0.35333333333333333, -0.08666666666666674, 0.21999999999999986, -0.06666666666666667, 0.11999999999999991, 0.3133333333333333, 0.11999999999999993, 0.05333333333333331, 3.14563190310461e-17, 0.06666666666666667, 0.08666666666666659, 0.17333333333333326, 0.053333333333333344, 0.08666666666666663, 0.07999999999999993, 0.08666666666666667, 0.07333333333333333, 0.1999999999999999, 0.14666666666666675, 0.3466666666666666, 0.16666666666666655, 0.006666666666666638, -0.11333333333333342, 0.12666666666666662, 0.026666666666666648, 0.3466666666666667, 0.18, 0.14666666666666664, -0.026666666666666682, 0.03333333333333331, -0.1133333333333333, 0.19999999999999993, 0.17999999999999985, 0.2599999999999999, 0.1733333333333332, 0.15999999999999998, -0.11333333333333333, 0.24666666666666665, 0.34, 0.11333333333333329, -0.07333333333333335, 0.13999999999999999, 0.2999999999999999, 0.006666666666666652, 0.1466666666666666, 0.21333333333333324, -0.01333333333333333, 0.3466666666666665, 0.039999999999999966, 0.32666666666666677, 0.28, 0.1599999999999999, 0.09333333333333334, 0.12000000000000001, -0.06666666666666668, 0.09999999999999994, -0.17333333333333334, 0.12000000000000004, 0.18, 0.13333333333333328, 0.14, 0.2666666666666665, 0.19999999999999993, 0.026666666666666655, 0.2666666666666664, 0.16, 0.11999999999999998]",,1538,"Toy Horizon 7, Toy game. Epoch: 700. "
Toy,REIN,Zeros,0.001,1.0,0.17500000000000002,"[-0.14, 0.06666666666666662, -0.12000000000000005, -0.24666666666666656, 0.05999999999999996, 0.14000000000000004, 0.22000000000000003, -0.060000000000000005, -0.006666666666666682, 0.013333333333333326, -0.10666666666666672, -0.02666666666666669, 0.006666666666666682, -0.040000000000000015, 0.12000000000000001, -0.026666666666666648, 0.019999999999999952, 0.20666666666666667, 0.24666666666666678, 0.17999999999999997, 0.04666666666666667, 0.006666666666666697, 0.18666666666666665, 0.07999999999999997, 0.0066666666666666445, -0.12666666666666665, 0.2066666666666666, 0.16666666666666669, -0.27333333333333326, 0.17333333333333334, 0.05999999999999998, 0.30666666666666664, -0.05333333333333336, 0.15999999999999995, 0.22000000000000003, 0.15999999999999986, 0.07333333333333322, -0.019999999999999987, 0.22666666666666666, -0.05333333333333338, 0.1333333333333334, -0.04666666666666667, 0.20666666666666667, 0.23333333333333325, 0.18000000000000002, -0.11333333333333342, 0.4733333333333332, 0.2133333333333333, 0.1, 0.2866666666666667, 0.006666666666666677, -0.15333333333333335, 0.12666666666666676, -0.12666666666666665, 0.35333333333333317, 0.13333333333333336, -0.06000000000000015, 0.08666666666666661, 0.2999999999999998, -0.12666666666666665, 0.06666666666666667, -0.2799999999999999, 0.18666666666666668, 0.22666666666666668, 0.11333333333333327, 0.26000000000000006, 0.07333333333333333, -0.020000000000000014, 0.033333333333333305, -0.05333333333333333, 0.11333333333333336, -0.08666666666666666, 0.1666666666666666, 0.17333333333333328, -0.033333333333333305, 0.25333333333333324, 0.20666666666666672, -0.08666666666666668, 0.08, -0.020000000000000035, 0.06666666666666664, 0.13999999999999996, 0.1333333333333333, 0.026666666666666675, -0.14000000000000004, 0.059999999999999984, 0.16666666666666663, 0.15999999999999998, 0.2933333333333335, 0.2933333333333332, 0.23333333333333334, -0.006666666666666665, 0.36666666666666664, -0.09333333333333342, 0.23333333333333334, 0.02666666666666666, 0.26000000000000006, -0.23333333333333345, 0.22000000000000003, 0.03333333333333331, 0.046666666666666655, 0.18, 0.07333333333333342, -0.03333333333333333, 0.22, 0.026666666666666602, 0.06666666666666661, 0.026666666666666682, 0.2733333333333333, -0.09333333333333332, 0.16666666666666669, 0.06666666666666664, 0.20666666666666664, -0.08000000000000006, 0.13333333333333333, 0.2, 0.0066666666666666185, 0.04666666666666661, 0.006666666666666726, 0.38666666666666616, 0.11333333333333336, 0.24000000000000002, 0.1333333333333333, 0.08, 0.11333333333333333, 0.06000000000000002, 0.07333333333333338, 0.13333333333333336, 0.059999999999999956, 0.053333333333333316, 0.006666666666666704, -0.07333333333333335, 0.1133333333333333, 0.05333333333333338, -0.08, 0.02000000000000004, 0.3666666666666665, 0.27999999999999997, 0.15333333333333332, -0.12000000000000012, 0.0466666666666667, 0.21333333333333332, 0.22666666666666668, 0.10666666666666667, 0.11333333333333331, 0.1733333333333333, 0.24666666666666667, -0.15333333333333335, -0.2933333333333333, 0.07333333333333332, 0.1866666666666667, 0.11333333333333331, 0.12666666666666665, -0.060000000000000005, 0.17333333333333328, 0.033333333333333354, -0.11999999999999997, 0.08000000000000007, -0.04000000000000004, 0.10666666666666667, 0.3666666666666665, 0.18666666666666668, -0.033333333333333354, 0.08666666666666654, 0.17999999999999988, -0.08000000000000007, 0.21333333333333337, 0.15333333333333332, 0.11999999999999997, 0.08666666666666668, 0.14666666666666667, 0.21333333333333332, 0.4333333333333332, 0.18666666666666654, 0.0933333333333333, -0.013333333333333352, 0.23333333333333334, 0.06000000000000003, 0.07333333333333333, 0.35999999999999993, 0.39333333333333337, 0.1333333333333333, 0.28666666666666657, 0.05333333333333327, 0.17333333333333334, 0.06666666666666668, 0.02666666666666663, 0.23999999999999988, 0.08, 0.31333333333333335, -0.10000000000000009, 0.06666666666666668, 0.41999999999999976, 0.006666666666666654, -0.05999999999999997, 0.22666666666666668, 0.1666666666666667, 0.14666666666666656, -0.060000000000000005, 0.07999999999999999, 0.08000000000000004, -0.013333333333333326, 0.04, 0.06666666666666667, 0.21333333333333337, -0.18000000000000013, -0.04666666666666663, 0.15999999999999995, 0.3733333333333336, -0.013333333333333384, 0.10666666666666669, 0.06000000000000003, 0.2533333333333332, 0.28666666666666674, 0.21999999999999995, -0.04, -0.0466666666666666, 0.3266666666666667, 0.059999999999999984, 0.1199999999999999, 0.10666666666666662, -0.15333333333333335, 0.3199999999999999, -0.1266666666666666, -0.08000000000000003, 0.08000000000000002, 0.4933333333333331, -0.1400000000000001, 0.4, 0.05333333333333334, 0.4999999999999999, 0.053333333333333316, -0.013333333333333287, 0.0666666666666667, 0.26666666666666655, 0.1666666666666666, 0.1266666666666667, 0.026666666666666682, 0.06000000000000003, 0.34666666666666635, -0.02000000000000005, -0.039999999999999994, 0.10000000000000003, -0.07333333333333335, 0.13333333333333333, 0.03999999999999999, 0.08666666666666664, -0.03333333333333339, 0.0866666666666666, 0.1933333333333332, 0.12666666666666668, 0.23999999999999996, -0.04666666666666661, 0.03333333333333333, 0.08, 0.03333333333333329, 0.2333333333333332, 0.04666666666666671, 0.08666666666666663, 0.1666666666666666, 0.006666666666666672, -0.046666666666666655, 0.10666666666666666, 0.2866666666666664, 0.15333333333333332, 0.3666666666666666, 0.10666666666666665, 0.37333333333333324, 0.16, 0.13333333333333328, 0.13999999999999996, 0.15333333333333327, 0.24666666666666667, 0.33999999999999997, 0.2066666666666666, -0.07333333333333343, 0.23333333333333336, 0.2266666666666666, 0.02666666666666666, -0.020000000000000004, 0.15999999999999986, 0.08, 0.15999999999999998, 0.2066666666666666, 0.1333333333333333, 0.13333333333333333, 0.039999999999999966, -0.11999999999999995, 0.21333333333333337, 0.09333333333333331, -0.006666666666666674, -0.006666666666666621, -0.019999999999999976, 0.24666666666666662, 0.09333333333333335, 0.04666666666666664, 0.04, 0.23999999999999996, -0.08000000000000004, 0.06666666666666664, -0.06666666666666667, -0.0333333333333333, 0.13999999999999999, 0.23333333333333325, 0.24000000000000002, 0.11999999999999986, 0.2466666666666665, 0.2666666666666666, 0.10666666666666672, -2.7755575615628914e-17, 0.12000000000000012, 0.16666666666666669, 0.10666666666666667, 0.14, -0.01333333333333332, -0.006666666666666621, 0.33999999999999997, 0.11333333333333331, -0.0333333333333333, -0.046666666666666655, 0.17333333333333334, 0.12666666666666665, 0.09333333333333334, 0.053333333333333316, 0.14000000000000004, 0.11333333333333331, -0.11999999999999987, 0.3, 0.11333333333333333, 0.2333333333333333, -0.05333333333333336, 0.10666666666666666, 0.15999999999999995, 0.0466666666666667, 0.14666666666666656, 0.1733333333333334, -0.013333333333333355, 0.11333333333333341, 0.06666666666666667, 0.07333333333333335, 0.01999999999999996, 0.33333333333333326, 0.060000000000000005, -0.06666666666666667, 0.18666666666666665, 0.10000000000000002, 0.2599999999999999, -0.0866666666666667, 0.16666666666666669, -0.013333333333333332, -0.08666666666666674, -0.01333333333333334, 0.08666666666666668, 0.07333333333333326, -0.05333333333333336, 0.23999999999999996, 0.03333333333333332, 0.16666666666666663, -0.16000000000000006, 0.14666666666666664, 0.17333333333333334, 0.10666666666666666, -0.006666666666666643, -0.040000000000000015, 0.2666666666666665, 0.10666666666666669, -0.06666666666666667, -0.08, -0.02666666666666669, 0.059999999999999956, 0.18666666666666665, 0.14666666666666656, 0.2066666666666667, 0.2600000000000001, 0.23333333333333336, 0.10666666666666665, 0.21333333333333335, 0.33999999999999986, 0.2333333333333333, 0.013333333333333352, 0.03333333333333334, 0.16666666666666666, 0.27999999999999997, 0.3933333333333333, -0.013333333333333303, 0.15333333333333335, 0.08000000000000007, 0.1466666666666666, 0.013333333333333306, 0.2733333333333333, 0.2466666666666665, 0.06666666666666668, 0.026666666666666682, -1.8503717077085942e-18, 0.0933333333333333, 0.16666666666666657, 0.19333333333333308, 0.16000000000000003, 0.29333333333333333, 0.21999999999999986, 0.2599999999999999, 0.3066666666666666, 0.40666666666666634, 0.08666666666666674, 0.10000000000000003, 0.3533333333333334, -0.09999999999999999, 0.05999999999999999, -0.033333333333333354, 0.24666666666666665, 0.1999999999999999, 0.20666666666666658, 0.14000000000000007, 0.046666666666666655, 0.11333333333333333, -0.03333333333333339, 0.2066666666666666, -0.019999999999999997, 0.23999999999999996, -0.019999999999999952, 0.15333333333333327, 0.24666666666666656, -0.12666666666666662, -0.11333333333333333, 0.09333333333333327, 0.19333333333333338, 0.03333333333333332, 0.026666666666666675, -0.0733333333333334, 0.17999999999999997, 0.13999999999999996, 0.1533333333333332, -0.013333333333333273, 0.10666666666666665, 0.060000000000000005, 0.28000000000000014, -0.013333333333333365, -6.47630097698008e-17, 0.03333333333333335, 0.22666666666666657, 0.20000000000000015, 0.07999999999999995, 0.12666666666666662, 0.11999999999999997, 0.16666666666666663, 0.006666666666666643, 0.2599999999999999, 0.07999999999999995, 0.2733333333333332, 0.15333333333333335, 0.11333333333333329, 0.18666666666666662, -0.02666666666666667, -0.013333333333333346, 0.13999999999999993, 0.13999999999999993, -0.12000000000000013, 0.3599999999999997, 0.22666666666666674, 0.17333333333333326, 0.31999999999999995, 0.13999999999999996, -0.013333333333333367, 0.10666666666666669, -0.006666666666666697, 0.27999999999999986, -0.10666666666666669, 0.19999999999999998, 0.06000000000000002, 0.17999999999999997, 0.08000000000000003, 0.17333333333333326, 0.43999999999999967, 0.00666666666666669, 0.14666666666666667, 0.13333333333333336, -9.25185853854297e-18, 0.17999999999999997, 0.21333333333333324, 0.06666666666666667, 0.0800000000000001, 0.02666666666666669, 0.18, 0.08666666666666667, 0.2733333333333334, 0.03999999999999995, 0.14666666666666667, 0.08, 0.4399999999999998, 0.1666666666666666, 0.2866666666666665, 0.3933333333333333, 0.16000000000000006, 0.2733333333333333, 0.09999999999999999, 0.03999999999999999, 0.12666666666666657, -0.1333333333333335, 0.22, 0.14, 0.3133333333333333, 0.1733333333333333, 0.36000000000000015, 0.06666666666666667, -0.033333333333333326, 0.11999999999999998, 0.13999999999999999, 0.11999999999999997, 0.18000000000000008, 0.25333333333333335, 0.1799999999999999, 0.17333333333333342, 0.30666666666666664, 0.10666666666666665, -0.033333333333333375, 0.14666666666666658, 0.2733333333333333, 0.04666666666666672, 0.16666666666666663, 0.0866666666666667, 0.29999999999999993, 0.11999999999999991, 0.22000000000000006, 0.09333333333333331, 0.36, 0.27333333333333326, 0.05333333333333323, 0.25333333333333335, 0.3333333333333332, 0.03999999999999999, 0.006666666666666641, 0.3, 0.12666666666666665, 1.4802973661668754e-17, 0.10666666666666665, 0.14000000000000004, 0.06666666666666668, -0.08666666666666667, 0.12666666666666662, 0.2333333333333333, 0.08000000000000002, -0.033333333333333354, 0.12000000000000002, 0.10666666666666665, -0.013333333333333315, -0.013333333333333327, 0.21333333333333337, -0.013333333333333364, 0.17333333333333337, 0.15333333333333327, 0.16, -0.09333333333333337, 0.2, 0.09999999999999995, -0.06666666666666671, 0.026666666666666675, 0.28666666666666674, 0.02000000000000003, -1.8503717077085942e-18, 0.14666666666666664, 0.20666666666666653, 0.17333333333333337, 0.3533333333333331, 0.22, 0.11999999999999997, 0.1666666666666667, 0.04666666666666668, 0.12666666666666665, 0.08666666666666666, -0.09999999999999995, 0.19999999999999998, 0.09999999999999987, -0.02666666666666667, 0.26, -0.03999999999999993, 0.03999999999999999, 1.8503717077085942e-18, 0.26666666666666655, 0.29333333333333317, 0.2000000000000001, 0.2733333333333334, 0.21999999999999992, 0.07333333333333335, 0.17333333333333334, 0.12666666666666654, 0.1866666666666666, 0.013333333333333346, -0.10000000000000005, 0.16666666666666666, 0.30666666666666664, 0.10666666666666672, 0.13999999999999999, 0.07999999999999999, 0.23999999999999996, 0.1799999999999999, 0.1466666666666666, 0.3999999999999998, 0.17999999999999997, 0.040000000000000015, 0.09333333333333331, 0.2733333333333333, 0.30666666666666664, 0.2399999999999999, 0.13333333333333333, 0.013333333333333332, 0.09333333333333331, 0.11333333333333336, -0.11333333333333338, 0.32, 0.26666666666666655, 0.1666666666666666, 0.019999999999999997, 0.12000000000000004, 0.13333333333333325, 0.06000000000000002, 0.019999999999999987, 0.11333333333333327, 0.02666666666666666, 0.03333333333333334, -0.013333333333333391, 0.34666666666666673, 0.08666666666666666, 0.11333333333333337, 0.2599999999999999, 0.17333333333333317, -0.04666666666666668, 0.27333333333333315, 0.08666666666666666, 0.20000000000000004, -0.03999999999999999, 0.2533333333333332, -0.07333333333333344, -0.11333333333333334, 0.16666666666666666, 0.1133333333333333, -0.11333333333333342, 0.06000000000000003, -0.059999999999999984, 0.29999999999999993, 0.15333333333333338, 0.08000000000000002, 0.03333333333333334, 0.1466666666666667, 0.16000000000000003, 0.07333333333333338, -0.040000000000000015, 0.2466666666666667, 0.19333333333333333, 0.04, 0.11999999999999991, 0.2133333333333333, 0.16666666666666666, 0.12666666666666668, 0.24000000000000007, -4.810966440042345e-17, -0.020000000000000025, -0.006666666666666678, -0.07333333333333335, 0.01999999999999998, 0.17999999999999988, -0.08666666666666664, -1.8503717077085942e-18, 0.040000000000000015, 0.08666666666666661, 0.2133333333333332, 0.35999999999999993, 0.13333333333333333, 0.35999999999999993, 0.013333333333333317, 0.22000000000000006, 0.2733333333333333, 0.2333333333333333, -0.006666666666666698, 0.26666666666666666, 0.04666666666666673, 0.1266666666666666, 0.033333333333333284, 0.18666666666666668, 0.12666666666666657, 0.16666666666666652, 0.053333333333333385, 0.18666666666666665, -0.00666666666666669, 0.12000000000000001, 0.09999999999999984, 0.29333333333333333, 0.16, -0.06000000000000001, -0.06666666666666674, 0.20000000000000004, 0.26000000000000006, 0.2399999999999999, 0.06666666666666664, 0.10666666666666665, 7.401486830834377e-18, 0.13333333333333333, 0.19333333333333336, 0.3266666666666665, 0.11333333333333337, 0.22666666666666666]",,1538,"Toy Horizon 7, Toy game. Epoch: 700. "
